fief,EHM01,Aldershot,EHM00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,5.00,3322000,10.00,52000,104000,39000,52000,6.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,5.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_267,Char_267,Char_267,,
fief,EHM02,Winchester,EHM00,10000,5.00,2.00,0,10.00,10.00,52000,104000,39000,52000,7.00,3184000,10.00,52000,104000,39000,52000,6.00,246000,0,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,7.00,C,lang_C2,terr_P,0,246000,false,false,15,Char_47,Char_47,Char_47,,
fief,EHM03,Andover,EHM00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,5.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,5.00,C,lang_C2,terr_P,0,114000,false,false,17,Char_93,Char_93,Char_93,,
fief,EHM04,Portsmouth,EHM00,15000,5.00,2.00,0,10.00,10.00,76000,152000,57000,76000,7.00,2502000,10.00,76000,152000,57000,76000,10.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,7.00,C,lang_C2,terr_P,0,361000,false,false,17,Char_47,Char_47,Char_47,,
fief,EHM05,Southampton,EHM00,24000,7.00,3.00,0,20.00,20.00,124000,248000,93000,124000,7.00,3113000,20.00,124000,248000,93000,124000,8.00,588000,0,588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,7.00,C,lang_C2,terr_P,0,589000,false,false,17,Char_47,Char_47,Char_47,,
fief,EHM06,Isle of Wight,EHM00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,7.00,3599000,0.00,24000,48000,18000,24000,9.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00,7.00,C,lang_C2,terr_P,0,114000,false,false,17,Char_239,Char_239,Char_239,,
fief,EKE01,Gravesend,EKE00,10000,8.00,2.00,0,0.00,0.00,52000,104000,39000,52000,7.00,4846000,0.00,52000,104000,39000,52000,16.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.00,7.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_20,Char_20,Char_20,,
fief,EKE02,Sandwich,EKE00,15000,6.00,2.00,0,10.00,10.00,76000,152000,57000,76000,7.00,2881000,10.00,76000,152000,57000,76000,11.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,7.00,C,lang_C2,terr_P,0,361000,false,false,15,Char_47,Char_47,Char_47,,
fief,EKE03,Canterbury,EKE00,15000,6.00,3.00,0,10.00,10.00,76000,152000,57000,76000,7.00,3185000,10.00,76000,152000,57000,76000,8.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,7.00,C,lang_C2,terr_P,0,360000,false,false,17,Char_254,Char_254,Char_254,,
fief,EKE04,Tonbridge,EKE00,9000,7.00,0.00,0,0.00,0.00,48000,96000,36000,48000,7.00,4199000,0.00,48000,96000,36000,48000,8.00,228000,0,228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,7.00,C,lang_C2,terr_P,0,228000,false,false,17,Char_186,Char_186,Char_186,,
fief,EKE05,Dover,EKE00,15000,5.00,2.00,0,10.00,10.00,76000,152000,57000,76000,7.00,2502000,10.00,76000,152000,57000,76000,10.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,7.00,C,lang_C2,terr_P,0,361000,false,false,17,Char_47,Char_47,Char_47,,
fief,EKE06,Romney,EKE00,10000,5.00,2.00,0,10.00,10.00,52000,104000,39000,52000,7.00,3184000,10.00,52000,104000,39000,52000,8.00,246000,0,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,7.00,C,lang_C2,terr_P,0,246000,false,false,15,Char_19,Char_19,Char_19,,
fief,ELA01,Furnes,ELA00,9000,7.00,0.00,0,0.00,0.00,48000,96000,36000,48000,6.00,4199000,0.00,48000,96000,36000,48000,8.00,228000,0,228000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,6.00,C,lang_C2,terr_P,0,228000,false,false,15,Char_40,Char_40,Char_40,,
fief,ELA02,Carnforth,ELA00,9000,6.00,0.00,0,10.00,10.00,48000,96000,36000,48000,6.00,3599000,10.00,48000,96000,36000,48000,5.00,227000,0,227000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,6.00,C,lang_C2,terr_H,0,227000,false,false,17,Char_47,Char_47,Char_47,,
fief,ELA03,Lancaster,ELA00,24000,6.00,8.00,0,10.00,10.00,124000,248000,93000,124000,7.00,5360000,10.00,124000,248000,93000,124000,28.00,588000,0,588000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.00,7.00,C,lang_C2,terr_P,0,589000,false,false,17,Char_47,Char_47,Char_47,,
fief,ELA04,Burnley,ELA00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,2.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,5.00,C,lang_C2,terr_H,0,114000,false,false,17,Char_47,Char_47,Char_47,,
fief,ELA05,Preston,ELA00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,6.00,3031000,10.00,76000,152000,57000,76000,6.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,6.00,C,lang_C2,terr_P,0,360000,false,false,15,Char_47,Char_47,Char_47,,
fief,ELA06,Bolton,ELA00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,6.00,3322000,10.00,52000,104000,39000,52000,4.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,6.00,C,lang_C2,terr_H,0,247000,false,false,17,Char_257,Char_257,Char_257,,
fief,ELA07,Southport,ELA00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,6.00,3031000,10.00,76000,152000,57000,76000,6.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,6.00,C,lang_C2,terr_P,0,360000,false,false,17,Char_47,Char_47,Char_47,,
fief,ELA08,Oldham,ELA00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,2.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,5.00,C,lang_C2,terr_H,0,114000,false,false,17,Char_292,Char_292,Char_292,,
fief,ELA09,Bootle,ELA00,14000,5.00,2.00,0,10.00,10.00,72000,144000,54000,72000,7.00,2575000,10.00,72000,144000,54000,72000,5.00,342000,0,342000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,7.00,C,lang_C2,terr_P,0,342000,false,false,17,Char_47,Char_47,Char_47,,
fief,ELC01,Great Grimsby,ELC00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,6.00,3031000,10.00,76000,152000,57000,76000,8.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,6.00,C,lang_C2,terr_P,0,360000,false,false,17,Char_91,Char_91,Char_91,,
fief,ELC02,Brigg,ELC00,16000,9.00,0.00,0,10.00,10.00,80000,160000,60000,80000,6.00,3239000,10.00,80000,160000,60000,80000,8.00,379000,0,379000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,6.00,C,lang_C2,terr_P,0,379000,false,false,15,Char_276,Char_276,Char_276,,
fief,ELC03,Crowle,ELC00,12000,9.00,0.00,0,10.00,10.00,60000,120000,45000,60000,6.00,4319000,10.00,60000,120000,45000,60000,11.00,285000,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,6.00,C,lang_C2,terr_P,0,285000,false,false,17,Char_187,Char_187,Char_187,,
fief,ELC04,Spilsby,ELC00,20000,11.00,0.00,0,10.00,10.00,100000,200000,75000,100000,6.00,3167000,10.00,100000,200000,75000,100000,11.00,475000,0,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,6.00,C,lang_C2,terr_P,0,475000,false,false,15,Char_237,Char_237,Char_237,,
fief,ELC05,Lincoln,ELC00,30000,6.00,3.00,0,20.00,20.00,152000,304000,114000,152000,7.00,2960000,20.00,152000,304000,114000,152000,14.00,721000,0,721000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.00,7.00,C,lang_C2,terr_P,0,722000,false,false,17,Char_237,Char_237,Char_237,,
fief,ELC06,Tatershall,ELC00,30000,8.00,2.00,0,20.00,20.00,152000,304000,114000,152000,6.00,2731000,20.00,152000,304000,114000,152000,13.00,722000,0,722000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.00,6.00,C,lang_C2,terr_P,0,723000,false,false,15,Char_209,Char_209,Char_209,,
fief,ELC07,Grantham,ELC00,15000,9.00,0.00,0,10.00,10.00,76000,152000,57000,76000,7.00,3410000,10.00,76000,152000,57000,76000,7.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,7.00,C,lang_C2,terr_P,0,361000,false,false,17,Char_278,Char_278,Char_278,,
fief,ELN01,London,ELN00,120000,6.00,8.00,0,10.00,10.00,601000,1201000,450000,601000,8.00,19487000,10.00,601000,1201000,450000,601000,60.00,2852000,0,2852000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00,8.00,C,lang_C2,terr_P,0,2853000,false,false,17,Char_47,Char_47,Char_47,,
fief,ENF01,Aylsham,ENF00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,8.00,3322000,10.00,52000,104000,39000,52000,9.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00,8.00,C,lang_C2,terr_P,0,247000,false,false,15,Char_165,Char_165,Char_165,,
fief,ENF02,Castle Rising,ENF00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,8.00,3322000,10.00,52000,104000,39000,52000,9.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00,8.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_165,Char_165,Char_165,,
fief,ENF03,Great Yarmouth,ENF00,15000,5.00,3.00,0,10.00,10.00,76000,152000,57000,76000,7.00,2806000,10.00,76000,152000,57000,76000,11.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,7.00,C,lang_C2,terr_P,0,361000,false,false,17,Char_265,Char_265,Char_265,,
fief,ENF04,Norwich,ENF00,20000,8.00,2.00,0,10.00,10.00,100000,200000,75000,100000,7.00,3103000,10.00,100000,200000,75000,100000,14.00,474000,0,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.00,7.00,C,lang_C2,terr_P,0,475000,false,false,17,Char_47,Char_47,Char_47,,
fief,ENF05,Watton,ENF00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,7.00,3322000,10.00,52000,104000,39000,52000,9.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00,7.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_32,Char_32,Char_32,,
fief,ENF06,Lynn,ENF00,10000,4.00,2.00,0,10.00,10.00,52000,104000,39000,52000,7.00,2631000,10.00,52000,104000,39000,52000,9.00,246000,0,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00,7.00,C,lang_C2,terr_P,0,246000,false,false,15,Char_237,Char_237,Char_237,,
fief,ENH01,Rutland,ENH00,20000,8.00,2.00,0,10.00,10.00,100000,200000,75000,100000,8.00,3103000,10.00,100000,200000,75000,100000,10.00,474000,0,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,8.00,C,lang_C2,terr_P,0,475000,false,false,15,Char_47,Char_47,Char_47,,
fief,ENH02,Kettering Castle,ENH00,12000,8.00,0.00,0,10.00,10.00,60000,120000,45000,60000,8.00,3839000,10.00,60000,120000,45000,60000,10.00,285000,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,8.00,C,lang_C2,terr_P,0,285000,false,false,17,Char_208,Char_208,Char_208,,
fief,ENH03,Northampton,ENH00,20000,7.00,2.00,0,10.00,10.00,100000,200000,75000,100000,7.00,2815000,10.00,100000,200000,75000,100000,11.00,474000,0,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,7.00,C,lang_C2,terr_P,0,475000,false,false,17,Char_47,Char_47,Char_47,,
fief,ENH04,Daventry,ENH00,12000,8.00,0.00,0,10.00,10.00,60000,120000,45000,60000,6.00,3839000,10.00,60000,120000,45000,60000,10.00,285000,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.00,6.00,C,lang_C2,terr_P,0,285000,false,false,15,Char_47,Char_47,Char_47,,
fief,ENO01,Worksop,ENO00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,6.00,3031000,10.00,76000,152000,57000,76000,6.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,6.00,C,lang_C2,terr_P,0,360000,false,false,15,Char_47,Char_47,Char_47,,
fief,ENO02,Newark,ENO00,15000,6.00,3.00,0,10.00,10.00,76000,152000,57000,76000,7.00,3185000,10.00,76000,152000,57000,76000,6.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,7.00,C,lang_C2,terr_P,0,360000,false,false,17,Char_47,Char_47,Char_47,,
fief,ENO03,Locksley,ENO00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,5.00,3322000,10.00,52000,104000,39000,52000,4.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,5.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_237,Char_237,Char_237,,
fief,ENO04,Nottingham,ENO00,20000,9.00,2.00,0,10.00,10.00,100000,200000,75000,100000,7.00,3391000,10.00,100000,200000,75000,100000,11.00,474000,0,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,7.00,C,lang_C2,terr_P,0,475000,false,false,17,Char_47,Char_47,Char_47,,
fief,ENU01,Berwick,ENU00,15000,9.00,0.00,0,10.00,10.00,76000,152000,57000,76000,6.00,3410000,10.00,76000,152000,57000,76000,4.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,6.00,C,lang_C2,terr_P,0,361000,false,false,15,Char_47,Char_47,Char_47,,
fief,ENU02,Alnwick,ENU00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,8.00,3031000,10.00,76000,152000,57000,76000,4.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,8.00,C,lang_C2,terr_P,0,360000,false,false,15,Char_126,Char_126,Char_126,,
fief,ENU03,Rothbury,ENU00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,6.00,3031000,10.00,76000,152000,57000,76000,4.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,6.00,C,lang_C2,terr_H,0,360000,false,false,15,Char_266,Char_266,Char_266,,
fief,ENU04,Newcastle-on-Tyne,ENU00,24000,8.00,2.00,0,20.00,20.00,124000,248000,93000,124000,8.00,2849000,20.00,124000,248000,93000,124000,8.00,589000,0,589000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,8.00,C,lang_C2,terr_P,0,589000,false,false,17,Char_47,Char_47,Char_47,,
fief,ENU05,Prudhoe,ENU00,12000,9.00,0.00,0,10.00,10.00,60000,120000,45000,60000,6.00,4319000,10.00,60000,120000,45000,60000,8.00,285000,0,285000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,6.00,C,lang_C2,terr_P,0,285000,false,false,17,Char_166,Char_166,Char_166,,
fief,ENU06,Hexham,ENU00,9000,6.00,0.00,0,10.00,10.00,48000,96000,36000,48000,8.00,3599000,10.00,48000,96000,36000,48000,23.00,227000,0,227000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.00,8.00,C,lang_C2,terr_H,0,227000,false,false,17,Char_229,Char_229,Char_229,,
fief,ENW01,Anglesey,ENW00,4000,5.00,0.00,0,0.00,0.00,24000,48000,18000,24000,4.00,5999000,0.00,24000,48000,18000,24000,33.00,113000,0,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.00,4.00,C,lang_C2,terr_P,0,113000,false,false,17,Char_261,Char_261,Char_261,,
fief,ENW02,Denbigh,ENW00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,7.00,3322000,10.00,52000,104000,39000,52000,4.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,7.00,C,lang_C2,terr_H,0,247000,false,false,17,Char_261,Char_261,Char_261,,
fief,ENW03,Wrexham,ENW00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,5.00,3031000,10.00,76000,152000,57000,76000,6.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,5.00,C,lang_C2,terr_P,0,360000,false,false,15,Char_228,Char_228,Char_228,,
fief,ENW04,Ruthin,ENW00,8000,3.00,0.00,0,0.00,0.00,40000,80000,30000,40000,8.00,2159000,0.00,40000,80000,30000,40000,4.00,189000,0,189000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,8.00,C,lang_C2,terr_H,0,189000,false,false,15,Char_261,Char_261,Char_261,,
fief,ENW05,Conway,ENW00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,8.00,3599000,0.00,24000,48000,18000,24000,2.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,8.00,C,lang_C2,terr_H,0,114000,false,false,17,Char_261,Char_261,Char_261,,
fief,ENW06,Caernoven,ENW00,10000,4.00,2.00,0,10.00,10.00,52000,104000,39000,52000,5.00,2631000,10.00,52000,104000,39000,52000,15.00,246000,0,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.00,5.00,C,lang_C2,terr_H,0,246000,false,false,17,Char_261,Char_261,Char_261,,
fief,ENW07,Pwliheli,ENW00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,2.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,5.00,C,lang_C2,terr_H,0,114000,false,false,17,Char_261,Char_261,Char_261,,
fief,ENW08,Dolgelly,ENW00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,2.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,5.00,C,lang_C2,terr_H,0,114000,false,false,17,Char_261,Char_261,Char_261,,
fief,ENW09,Welshpool,ENW00,8000,3.00,0.00,0,0.00,0.00,40000,80000,30000,40000,8.00,2159000,0.00,40000,80000,30000,40000,22.00,189000,0,189000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.00,8.00,C,lang_C2,terr_H,0,189000,false,false,17,Char_270,Char_270,Char_270,,
fief,ENW10,Machynlleth,ENW00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,21.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.00,5.00,C,lang_C2,terr_H,0,114000,false,false,17,Char_261,Char_261,Char_261,,
fief,EOX01,Bicester,EOX00,15000,9.00,0.00,0,10.00,10.00,76000,152000,57000,76000,6.00,3410000,10.00,76000,152000,57000,76000,9.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00,6.00,C,lang_C2,terr_P,0,361000,false,false,15,Char_163,Char_163,Char_163,,
fief,EOX02,Chipping Norton,EOX00,10000,6.00,2.00,0,10.00,10.00,52000,104000,39000,52000,6.00,3738000,10.00,52000,104000,39000,52000,7.00,246000,0,246000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,6.00,C,lang_C2,terr_P,0,246000,false,false,17,Char_280,Char_280,Char_280,,
fief,EOX03,Oxford,EOX00,24000,6.00,3.00,0,20.00,20.00,124000,248000,93000,124000,7.00,2880000,20.00,124000,248000,93000,124000,12.00,589000,0,589000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.00,7.00,C,lang_C2,terr_P,0,589000,false,false,17,Char_47,Char_47,Char_47,,
fief,EOX04,Maidenhead,EOX00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,7.00,3322000,10.00,52000,104000,39000,52000,6.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,7.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_280,Char_280,Char_280,,
fief,EOX05,Newbury,EOX00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,6.00,3322000,10.00,52000,104000,39000,52000,6.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,6.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_47,Char_47,Char_47,,
fief,EOX06,Woodstock,EOX00,11000,8.00,0.00,0,10.00,10.00,56000,112000,42000,56000,7.00,4113000,10.00,56000,112000,42000,56000,11.00,265000,0,265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,7.00,C,lang_C2,terr_P,0,265000,false,false,15,Char_280,Char_280,Char_280,,
fief,EPM01,Cemaes,EPM00,10000,3.00,3.00,0,10.00,10.00,52000,104000,39000,52000,5.00,2284000,10.00,52000,104000,39000,52000,1.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,5.00,C,lang_C2,terr_H,0,247000,false,false,15,Char_111,Char_111,Char_111,,
fief,EPM02,Pembroke,EPM00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,2.00,113000,0,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,5.00,C,lang_C2,terr_H,0,113000,false,false,17,Char_158,Char_158,Char_158,,
fief,EPM03,Haverfordwest,EPM00,12000,3.00,3.00,0,10.00,10.00,64000,128000,48000,64000,6.00,2117000,10.00,64000,128000,48000,64000,4.00,304000,0,304000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,6.00,C,lang_C2,terr_H,0,304000,false,false,17,Char_158,Char_158,Char_158,,
fief,EPM04,Llanstephen,EPM00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,6.00,3599000,0.00,24000,48000,18000,24000,2.00,113000,0,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00,6.00,C,lang_C2,terr_H,0,113000,false,false,15,Char_283,Char_283,Char_283,,
fief,ESM01,Bath,ESM00,20000,7.00,3.00,0,10.00,10.00,100000,200000,75000,100000,7.00,3215000,10.00,100000,200000,75000,100000,9.00,475000,0,475000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00,7.00,C,lang_C2,terr_P,0,475000,false,false,17,Char_224,Char_224,Char_224,,
fief,ESM02,Weston-Super-Mare,ESM00,15000,5.00,2.00,0,10.00,10.00,76000,152000,57000,76000,5.00,2502000,10.00,76000,152000,57000,76000,5.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,5.00,C,lang_C2,terr_H,0,361000,false,false,17,Char_21,Char_21,Char_21,,
fief,ESM03,Porlock,ESM00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,5.00,3322000,10.00,52000,104000,39000,52000,6.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,5.00,C,lang_C2,terr_H,0,247000,false,false,15,Char_111,Char_111,Char_111,,
fief,ESM04,Glastonbury,ESM00,15000,5.00,2.00,0,10.00,10.00,76000,152000,57000,76000,6.00,2502000,10.00,76000,152000,57000,76000,5.00,361000,0,361000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,6.00,C,lang_C2,terr_P,0,361000,false,false,15,Char_263,Char_263,Char_263,,
fief,ESM05,Ilminster,ESM00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,5.00,3599000,0.00,24000,48000,18000,24000,5.00,114000,0,114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,5.00,C,lang_C2,terr_P,0,114000,false,false,17,Char_219,Char_219,Char_219,,
fief,ESM06,Taunton,ESM00,4000,3.00,0.00,0,0.00,0.00,24000,48000,18000,24000,8.00,3599000,0.00,24000,48000,18000,24000,5.00,113000,0,113000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.00,8.00,C,lang_C2,terr_P,0,113000,false,false,17,Char_185,Char_185,Char_185,,
fief,ESR01,Croydon,ESR00,15000,8.00,0.00,0,10.00,10.00,76000,152000,57000,76000,7.00,3031000,10.00,76000,152000,57000,76000,8.00,360000,0,360000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.00,7.00,C,lang_C2,terr_P,0,360000,false,false,15,Char_233,Char_233,Char_233,,
fief,ESR02,Woking,ESR00,10000,6.00,0.00,0,10.00,10.00,52000,104000,39000,52000,6.00,3322000,10.00,52000,104000,39000,52000,6.00,247000,0,247000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00,6.00,C,lang_C2,terr_P,0,247000,false,false,17,Char_47,Char_47,Char_47,,
fief,ESR03,Reigate,ESR00,9000,6.00,0.00,0,10.00,10.00,48000,96000,36000,48000,6.00,3599000,10.00,48000,96000,36000,48000,7.00,227000,0,227000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,6.00,C,lang_C2,terr_P,0,227000,false,false,17,Char_281,Char_281,Char_281,,
fief,ESR04,Guilford,ESR00,9000,6.00,0.00,0,10.00,10.00,48000,96000,36000,48000,6.00,3599000,10.00,48000,96000,36000,48000,7.00,227000,0,227000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,6.00,C,lang_C2,terr_P,0,227000,false,false,15,Char_47,Char_47,Char_47,,
fief,EST01,Newcastle,EST00,20000,9.00,2.00,0,10.00,10.00,100000,200000,75000,100000,7.00,3391000,10.00,100000,200000,75000,100000,7.00,474000,0,474000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00,7.00,C,lang_C2,terr_P,0,475000,false,false,17,Char_211,Char_211,Char_211,,
fief,EST02,Stafford,EST00,35000,10.00,2.00,0,20.00,20.00,176000,352000,132000,176000,8.00,3044000,20.00,176000,352000,132000,176000,11.00,835000,0,835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.00,8.00,C,lang_C2,terr_P,0,836000,false,false,15,Char_211,Char_211,Char_211,,
